claim,evidence,label
Tiger Woods was born on the 14th.,"Eldrick Tont `` Tiger '' Woods -LRB- born December 30 , 1975 -RRB- is an American professional golfer who is among the most successful golfers of all time .|14th Street may refer to several locations in the United States :",NOT ENOUGH INFO
The Beach Boys was an American rock band.,"The Beach Boys are an American rock band formed in Hawthorne , California , in 1961 .",SUPPORTS
Billy Bob Thornton directed a movie.,"After Sling Blade , he directed several other films , including Daddy and Them -LRB- 2001 -RRB- , All the Pretty Horses -LRB- 2000 -RRB- , and Jayne Mansfield 's Car -LRB- 2012 -RRB- .",SUPPORTS
"The Ren & Stimpy Show premiered on August 11, 1991.","It premiered on August 11 , 1991 as one of the original three Nicktoons , along with Rugrats and Doug .|The Ren & Stimpy Show , often simply called Ren & Stimpy , is an American children 's / adult animated television series created by John Kricfalusi for Nickelodeon .",SUPPORTS
Courteney Cox has always refused to play Gale Weathers.,"She is best known for her roles as Monica Geller on the NBC sitcom Friends , Gale Weathers in the horror series Scream , and Jules Cobb in the ABC/TBS sitcom Cougar Town , for which she earned her first Golden Globe nomination .",REFUTES
Anonymous is not an international group.,"Anonymous may refer to :|American International Group , Inc. , also known as AIG , is an American multinational insurance corporation with more than 88 million customers in 130 countries .",NOT ENOUGH INFO
Ronin is a film.,"Ronin is a 1998 American spy action-thriller film directed by John Frankenheimer , starring Robert De Niro , Jean Reno , Natascha McElhone , Stellan Skarsgård , Sean Bean , and Jonathan Pryce , and written by David Mamet -LRB- under the pseudonym Richard Weisz -RRB- from a screenplay by first-time writer John David Zeik .",SUPPORTS
Abraham Lincoln had at least one rival.,"In 1858 , while taking part in a series of highly publicized debates with his opponent and rival , Democrat Stephen A. Douglas , Lincoln spoke out against the expansion of slavery , but lost the U.S. Senate race to Douglas .",SUPPORTS
Sally Field was in Wonder Woman.,"Sally Margaret Field -LRB- born November 6 , 1946 -RRB- is an American actress and director .|Wonder Woman is a fictional superhero appearing in American comic books published by DC Comics .",NOT ENOUGH INFO
There is a producer named Fred Savage.,"Frederick Aaron `` Fred '' Savage -LRB- born July 9 , 1976 -RRB- is an American actor , director , and producer .",SUPPORTS
Al Capone had neurosyphilis.,"He was already showing signs of syphilitic dementia early in his sentence , and he became increasingly debilitated before being released after eight years .|Neurosyphilis is an infection of the brain or spinal cord caused by the spirochete Treponema pallidum .",SUPPORTS
Boston is located in the state of Massachusetts on the Shawmut Peninsula.,"One of the oldest cities in the United States , Boston was founded on the Shawmut Peninsula in 1630 by Puritan settlers from England .|Shawmut Peninsula is the promontory of land on which Boston , Massachusetts was built .",SUPPORTS
Interstellar is a narrative in a visual medium.,"Interstellar is a 2014 British-American epic science fiction film directed , co-written , and co-produced by Christopher Nolan .",SUPPORTS
The Odyssey is a phone book.,"The Odyssey '' ' -LRB- -LSB- ˈɒdəsi -RSB- Ὀδύσσεια Odýsseia , -LSB- o.dýs.sej.ja -RSB- in Classical Attic -RRB- is one of two major ancient Greek epic poems attributed to Homer .|A telephone directory , also known as a telephone book , telephone address book , phone book , or the white/yellow pages , is a listing of telephone subscribers in a geographical area or subscribers to services provided by the organization that publishes the directory .",NOT ENOUGH INFO
Choir musical ensemble's usually have a distinct group name.,A choir -LRB- -LSB- ` kwaɪ.ər -RSB- -RRB- -LRB- also known as a chorale or chorus -RRB- is a musical ensemble of singers .|Army Group Centre -LRB- Heeresgruppe Mitte -RRB- was the name of two distinct German strategic army groups that fought on the Eastern Front in World War II .,NOT ENOUGH INFO
Britney Spears titled her fourth studio album Britney.,"In 2001 , Spears released her self-titled third studio album , Britney , and played the starring role in the film Crossroads -LRB- 2002 -RRB- .",REFUTES
Mike Tyson boxed.,"Michael Gerard Tyson -LRB- -LSB- ˈtaɪsən -RSB- born June 30 , 1966 -RRB- is an American former professional boxer who competed from 1985 to 2005 .",SUPPORTS
Music is a division of Davis Entertainment.,"Music is an art form and cultural activity whose medium is sound organized in time .|Davis Entertainment is an American independent film production company , founded by John Davis in 1984 .|A Division or A-Division or Division A or variant has the following meanings :|Davis Entertainment is an American independent film production company , founded by John Davis in 1984 .",NOT ENOUGH INFO
The Hermetic Order of the Golden Dawn was uninterested in the study of the occult.,"The Hermetic Order of the Golden Dawn -LRB- Ordo Hermeticus Aurorae Aureae or , more commonly , The Golden Dawn -LRB- Aurora Aurea -RRB- -RRB- was an organization devoted to the study and practice of the occult , metaphysics , and paranormal activities during the late 19th and early 20th centuries .",REFUTES
Ellen Burstyn has yet to be nominated for the Emmy Awards.,"Burstyn has worked consistently in film , television , and theatre since , receiving multiple awards and nominations along the way , including seven additional Golden Globe Award nominations , five Emmy Award nominations -LRB- two wins -RRB- , and two more Academy Award for Best Actress nominations for her performances in the films Resurrection -LRB- 1980 -RRB- and Requiem for a Dream -LRB- 2000 -RRB- .",REFUTES
Princess Agents is a series on television.,Princess Agents -LRB- Chinese : 特工皇妃楚乔传 -RRB- is a 2017 Chinese television series based on the novel 11 Chu Te Gong Huang Fei -LRB- 11处特工皇妃 -RRB- written by Xiao Xiang Dong Er .,SUPPORTS
Gwen Stefani works as a singer.,"Gwen Renée Stefani -LRB- -LSB- gwɛn_ˈstəˈfɑːni -RSB- born October 3 , 1969 -RRB- is an American singer , songwriter , fashion designer , actress , and television personality .",SUPPORTS
James Marsden worked with a director.,"Following his breakthrough in comic book films , Marsden went on to star in various genre films including 2007 's Hairspray which was a critical and commercial success and won many awards for its ensemble cast .|Adapted from both Waters 's 1988 script and Thomas Meehan and Mark O'Donnell 's book for the stage musical by screenwriter Leslie Dixon , the 2007 film version of Hairspray was directed and choreographed by Adam Shankman and has an ensemble cast including John Travolta , Michelle Pfeiffer , Christopher Walken , Amanda Bynes , James Marsden , Queen Latifah , Brittany Snow , Zac Efron , Elijah Kelley , Allison Janney and Nikki Blonsky in her feature film debut .",SUPPORTS
Carrie Fisher died of cardiac arrest.,"Fisher died of cardiac arrest on December 27 , 2016 , at age 60 , four days after experiencing a medical emergency during a transatlantic flight from London to Los Angeles .",SUPPORTS
Ice hockey has competitions.,"In international competitions , the national teams of six countries -LRB- the `` Big Six '' -RRB- predominate : Canada , Czech Republic , Finland , Russia , Sweden and the United States .",SUPPORTS
The Fifth Element was the lowest-grossing French film in the international box office until 2011.,"At the time of its release it was the most expensive European film ever made , and it remained the highest-grossing French film at the international box office until the release of The Intouchables in 2011 .",REFUTES
The Hunger Games is the first in Lord of the Rings series.,"It is the first installment in The Hunger Games film series and was produced by Nina Jacobson and Jon Kilik , with a screenplay by Ross , Collins , and Billy Ray .",REFUTES
"Audi used to have the pet ""Truth in Engineering.""","However , Audi USA had used the slogan `` Truth in Engineering '' from 2007 to 2016 , and has not used the slogan since 2016 .",REFUTES
Java contains more than half of the population of Indonesia.,"The world 's most populous island , Java , contains more than half of the country 's population .",SUPPORTS
Billy Wilder provides guidance.,"Samuel `` Billy '' Wilder -LSB- ˈwaɪldər -RSB- -LSB- ˈvɪldɐ -RSB- -LRB- June 22 , 1906March 27 , 2002 -RRB- was an Austrian-born Jewish-American filmmaker , screenwriter , producer , artist , and journalist whose career spanned more than five decades .|Guidance may refer to :",NOT ENOUGH INFO
Robert F. Kennedy was shot.,"Robert Francis `` Bobby '' Kennedy -LRB- November 20 , 1925 -- June 6 , 1968 -RRB- , commonly known by his initials RFK , was an American politician from Massachusetts .",NOT ENOUGH INFO
Urilla Sutherland Earp was the first spouse of Wyatt Earp.,"In 1870 , Earp married his first wife , Urilla Sutherland Earp , who contracted typhoid fever and died shortly before their first child was to be born .",SUPPORTS
Brave is a 2010s film.,Brave is a 2012 American 3D computer-animated fantasy comedy-drama film produced by Pixar Animation Studios and released by Walt Disney Pictures .,SUPPORTS
Winter Passing had mixed reviews in 2005.,"The film premiered in 2005 to mixed reviews , and was not released in the United Kingdom until 2013 , when it was released under the new title Happy Endings .",SUPPORTS
Ronald Reagan died at his home.,"Ronald Wilson Reagan -LRB- -LSB- ˈrɒnəld_ˈwɪlsən_ˈreɪɡən -RSB- -RRB- -LRB- February 6 , 1911 -- June 5 , 2004 -RRB- was an American politician and actor who served as the 40th President of the United States from 1981 to 1989 .|Chester Charles Bennington -LRB- born March 20 , 1976 -RRB- is an American musician , singer , songwriter and actor .",NOT ENOUGH INFO
Audrey Horne was introduced in anything except a series that premiered on Sunday.,"She was introduced in the pilot .|The pilot episode , also known as Northwest Passage , of the mystery television series Twin Peaks premiered on the ABC Network on Sunday , April 8 , 1990 .",REFUTES
Line of Duty is a TV series.,Line of Duty is a British police procedural television series created by Jed Mercurio that premiered on 26 June 2012 .,SUPPORTS
The Dayton Agreement was signed in April.,"The General Framework Agreement for Peace in Bosnia and Herzegovina , also known as the Dayton Agreement , Dayton Accords , Paris Protocol or Dayton-Paris Agreement , is the peace agreement reached at Wright-Patterson Air Force Base near Dayton , Ohio , United States , in November 1995 , and formally signed in Paris on 14 December 1995 .",REFUTES
The National Security Agency is tasked with the processing of data for counterintelligence purposes.,"The NSA is responsible for global monitoring , collection , and processing of information and data for foreign intelligence and counterintelligence purposes , a discipline known as signals intelligence -LRB- SIGINT -RRB- .",SUPPORTS
Gold is resistant to all acids except aqua regia.,"Gold is resistant to most acids , though it does dissolve in aqua regia , a mixture of nitric acid and hydrochloric acid , which forms a soluble tetrachloroaurate anion .",SUPPORTS
There is a geologic period that spans 43 million years called Paleogene.,The Paleogene -LRB- -LSB- pronˈpæliːədʒiːn -RSB- or -LSB- ˈpeɪliːədʒiːn -RSB- also spelled Palaeogene or Palæogene ; informally Lower Tertiary -RRB- is a geologic period and system that spans 43 million years from the end of the Cretaceous Period million years ago -LRB- Mya -RRB- to the beginning of the Neogene Period Mya .,SUPPORTS
